#	跳转号	原检索号	描述	中文名	null	
485	484	245	叶为掌状复叶；每子房室内含胚珠多数	木棉科	FA100	
486	483	244	雄蕊互相分离，或稀可在其下部连成一管。		-----	
487	488	246	叶无托叶；萼片各不相等；呈覆瓦状排列；花瓣不相等，在内层的2片常很小	清风藤科	FA158	
488	487	246	叶常有托叶；萼片同大，呈镊合状排列；花瓣均大小同形。		-----	
489	490	247	叶为单叶	鼠李科	FA175	
490	489	247	叶为1-3回羽状复叶	葡萄科	FA176	
491	480	242	子房1室(在马齿苋科的土人参属Talinum及铁青树科的铁青树属Olax中则子房的下部多少有些成为3室)。		-----	
492	495	248	子房下位或半下位。		-----	
493	494	249	叶互生，边缘常有锯齿；蒴果	大风子科	FA79	
494	493	249	叶多对生或轮生，全缘；浆果或核果	桑寄生科	FA124	
495	492	248	子房上位。		-----	
496	497	250	花药以舌瓣裂开	小檗科	FA116	
497	496	250	花药不以舌瓣裂开。		-----	
